sep=\t
Sampling Freq: 100Hz, 0.01 seconds between each sample
AO	Average AO	PW	Average PW	Pd/Pa
55.200	75.200	48.900	68.700	0.913
59.600	75.200	49.900	68.700	0.913
63.400	75.200	52.300	68.700	0.913
66.400	75.300	56.400	68.700	0.913
69.800	75.300	60.300	68.700	0.913
75.300	75.200	64.300	68.700	0.913
80.900	75.100	69.500	68.700	0.914
84.000	75.100	74.600	68.600	0.914
87.100	75.100	78.000	68.600	0.914
90.500	75.000	80.500	68.600	0.914
93.300	75.000	83.200	68.600	0.914
95.800	75.000	86.000	68.600	0.914
97.700	75.000	88.200	68.600	0.914
99.600	75.000	89.900	68.500	0.914
101.300	75.000	91.900	68.500	0.914
102.800	74.900	93.600	68.500	0.914
104.500	74.900	95.300	68.500	0.914
105.900	74.900	97.200	68.500	0.914
107.100	74.900	98.700	68.500	0.914
108.200	74.900	100.100	68.500	0.914
109.100	74.900	101.500	68.500	0.914
109.800	74.900	102.700	68.500	0.914
110.200	74.900	103.600	68.500	0.914
110.200	74.900	103.900	68.500	0.914
109.900	74.900	104.400	68.500	0.914
109.400	75.000	104.500	68.500	0.913
108.300	75.000	104.400	68.500	0.913
106.700	75.000	103.700	68.500	0.913
104.600	75.000	102.700	68.500	0.913
102.000	75.100	101.400	68.500	0.913
99.000	75.100	99.500	68.500	0.913
95.500	75.100	96.800	68.600	0.913
93.500	75.100	93.600	68.600	0.913
91.600	75.200	90.100	68.600	0.913
89.600	75.200	86.700	68.600	0.913
88.000	75.200	84.400	68.600	0.913
87.100	75.200	82.500	68.700	0.913
86.300	75.200	81.200	68.700	0.913
85.300	75.200	80.300	68.700	0.913
84.200	75.200	79.500	68.700	0.913
83.300	75.200	78.200	68.700	0.913
82.400	75.200	76.600	68.700	0.913
81.300	75.300	74.800	68.700	0.913
80.100	75.300	73.400	68.700	0.913
79.000	75.300	72.000	68.700	0.913
77.900	75.300	70.300	68.700	0.913
76.900	75.300	69.100	68.700	0.913
75.700	75.300	67.800	68.700	0.913
74.800	75.300	66.400	68.700	0.913
74.000	75.300	65.100	68.700	0.912
73.100	75.400	64.100	68.800	0.912
72.200	75.400	63.000	68.800	0.912
71.400	75.400	61.900	68.800	0.912
70.700	75.400	61.000	68.800	0.912
70.000	75.400	60.700	68.800	0.912
69.100	75.400	60.100	68.800	0.912
68.300	75.400	59.400	68.800	0.912
67.800	75.400	59.200	68.800	0.912
67.100	75.400	58.800	68.800	0.912
66.400	75.400	58.100	68.800	0.912
66.400	75.400	57.500	68.800	0.912
65.800	75.500	57.100	68.800	0.912
65.300	75.500	56.800	68.800	0.912
64.800	75.500	56.200	68.800	0.911
64.200	75.500	55.700	68.800	0.911
63.700	75.500	55.600	68.800	0.911
63.400	75.500	55.200	68.800	0.911
62.800	75.500	55.000	68.800	0.911
62.300	75.500	54.600	68.800	0.911
61.800	75.500	54.100	68.800	0.911
61.500	75.500	53.700	68.800	0.911
61.000	75.500	53.500	68.800	0.911
60.500	75.600	52.900	68.800	0.911
60.000	75.600	52.600	68.800	0.911
59.700	75.600	52.300	68.800	0.911
59.300	75.600	52.000	68.800	0.911
58.800	75.600	51.800	68.800	0.911
58.400	75.600	51.500	68.800	0.911
58.200	75.600	51.200	68.800	0.911
57.900	75.600	51.100	68.800	0.911
57.600	75.600	50.900	68.800	0.911
57.700	75.600	50.900	68.800	0.910
57.200	75.600	50.700	68.800	0.910
57.000	75.600	50.700	68.800	0.910
57.100	75.600	50.600	68.800	0.910
56.700	75.600	50.400	68.800	0.910
56.500	75.600	50.600	68.800	0.910
56.200	75.700	50.600	68.800	0.910
55.900	75.700	50.500	68.800	0.910
55.400	75.700	50.400	68.900	0.910
54.800	75.700	50.200	68.900	0.910
54.400	75.700	49.800	68.900	0.910
53.900	75.700	49.400	68.900	0.910
53.400	75.700	48.900	68.900	0.910
52.900	75.700	48.500	68.900	0.910
52.400	75.700	48.200	68.900	0.910
51.800	75.700	48.000	68.900	0.910
51.500	75.700	47.700	68.900	0.910
51.700	75.700	47.800	68.900	0.910
52.100	75.600	48.300	68.900	0.911
53.000	75.600	49.400	68.800	0.911
55.900	75.500	50.700	68.800	0.911
60.200	75.400	52.700	68.800	0.912
63.900	75.400	56.600	68.700	0.912
67.300	75.300	60.500	68.700	0.912
70.800	75.200	64.400	68.600	0.912
75.600	75.200	69.100	68.600	0.912
81.900	75.100	73.800	68.500	0.913
85.500	75.100	78.000	68.500	0.913
88.800	75.000	81.400	68.500	0.913
92.100	75.000	84.300	68.500	0.913
95.100	75.000	87.300	68.400	0.913
97.600	74.900	89.500	68.400	0.913
99.300	74.900	91.500	68.400	0.913
101.300	74.900	93.100	68.400	0.913
103.200	74.900	94.900	68.400	0.913
